image,instance_id,area_px,area_fraction,area_bin,k,void_px,population_n,random_baseline,bbox_top,bbox_left,bbox_bottom,bbox_right,aspect_ratio,aspect_class,queryable_grid7,queryable_grid14,measurable_by_all
2008_002894,1,9588,0.19108737244897958,10-20%,9588,4264,45912,0.20883429168844747,105,0,223,203,1.7142857142857142,wide,True,True,True
2008_002929,1,8179,0.1630062181122449,10-20%,8179,3493,46683,0.1752029646766489,123,5,223,223,2.1683168316831685,wide,True,True,True
2008_003034,1,6648,0.13249362244897958,10-20%,6648,2931,47245,0.14071330299502594,161,0,214,223,4.148148148148148,wide,True,True,True
2008_003065,1,21493,0.42835220025510207,>=40%,21493,3364,46812,0.45913440998034694,0,24,223,223,0.8928571428571429,square,True,True,True
2008_003094,1,931,0.0185546875,<2%,931,3157,47019,0.01980050617835343,133,156,190,190,0.603448275862069,tall,True,True,True
2008_003333,1,2397,0.047771843112244895,2-5%,2397,4358,45818,0.052315683792396005,61,179,125,223,0.6923076923076923,square,True,True,True
2008_003333,2,3982,0.07936065051020408,5-10%,3982,4358,45818,0.08690907503601204,86,50,198,189,1.238938053097345,square,True,True,True
2008_003333,3,3339,0.06654575892857142,5-10%,3339,4358,45818,0.07287528918765551,52,112,173,176,0.5327868852459017,tall,True,True,True
2008_003362,1,3646,0.07266422193877552,5-10%,3646,900,49276,0.07399139540547123,37,116,84,223,2.25,wide,True,True,True
2008_003461,4,1737,0.03461814413265306,2-5%,1737,4218,45958,0.03779537838896384,104,171,202,223,0.5353535353535354,tall,True,True,True
2008_003477,1,1387,0.027642697704081634,2-5%,1387,3194,46982,0.0295219445745179,81,182,121,223,1.024390243902439,square,True,True,True
2008_003500,1,36105,0.7195671237244898,>=40%,36105,1354,48822,0.7395231657859161,0,2,190,215,1.1204188481675392,square,True,True,True
2008_003511,3,20150,0.40158641581632654,>=40%,20150,2478,47698,0.4224495785986834,16,101,223,223,0.5913461538461539,tall,True,True,True
2008_003523,4,667,0.013293207908163265,<2%,667,4950,45226,0.014748153716888516,188,0,223,39,1.1111111111111112,square,True,True,True
2008_003585,1,22713,0.45266661352040816,>=40%,22713,1348,48828,0.4651634308183829,16,0,196,139,0.7734806629834254,square,True,True,True
2008_003676,2,5199,0.10361527423469388,10-20%,5199,6046,44130,0.1178110129163834,94,110,223,167,0.4461538461538462,tall,True,True,True
2008_003733,3,14169,0.2823860012755102,20-40%,14169,3836,46340,0.30576176089771256,29,31,223,210,0.9230769230769231,square,True,True,True
2008_003814,2,3162,0.06301817602040816,5-10%,3162,349,49827,0.06345957011258956,139,0,223,56,0.6705882352941176,square,True,True,True
2008_003874,1,13326,0.26558514030612246,20-40%,13326,6456,43720,0.30480329368709974,27,0,223,99,0.5076142131979695,tall,True,True,True
2008_003874,2,16767,0.334163743622449,20-40%,16767,6456,43720,0.38350869167429097,11,109,222,223,0.5424528301886793,tall,True,True,True
2008_003998,1,43087,0.8587173150510204,>=40%,43087,3138,47038,0.9160040818061992,18,0,223,223,1.087378640776699,square,True,True,True
2008_004175,1,6003,0.11963887117346939,10-20%,6003,2308,47868,0.12540737026823764,59,0,131,146,2.0136986301369864,wide,True,True,True
2008_004212,1,6958,0.138671875,10-20%,6958,1076,49100,0.14171079429735234,90,62,164,223,2.16,wide,True,True,True
2008_004321,5,918,0.01829559948979592,<2%,918,2703,47473,0.019337307522170496,181,0,223,23,0.5581395348837209,tall,True,True,True
2008_004583,1,15523,0.30937101403061223,20-40%,15523,1270,48906,0.3174048174048174,59,0,161,223,2.174757281553398,wide,True,True,True
2008_004588,1,4613,0.09193638392857142,5-10%,4613,591,49585,0.09303216698598367,166,113,221,223,1.9821428571428572,wide,True,True,True
2008_004610,1,26015,0.5184749681122449,>=40%,26015,1651,48525,0.5361154044307058,36,0,206,223,1.3099415204678362,square,True,True,True
2008_004758,1,6292,0.1253985969387755,10-20%,6292,5947,44229,0.14225960342761537,26,0,209,182,0.9945652173913043,square,True,True,True
2008_004776,3,4998,0.099609375,5-10%,4998,2610,47566,0.10507505360972123,146,0,223,97,1.2564102564102564,square,True,True,True
2008_004946,1,20966,0.4178491709183674,>=40%,20966,2845,47331,0.44296549829921195,16,0,193,206,1.1629213483146068,square,True,True,True
2008_005006,1,6739,0.13430723852040816,10-20%,6739,623,49553,0.13599580247411863,70,51,145,143,1.2236842105263157,square,True,True,True
2008_005089,3,787,0.015684789540816327,<2%,787,3307,46869,0.01679148264311165,131,193,171,223,0.7560975609756098,square,True,True,True
2008_005197,4,2470,0.04922672193877551,2-5%,2470,4011,46165,0.05350373659698906,27,156,158,209,0.4090909090909091,tall,True,True,True
2008_005342,2,10447,0.20820711096938777,20-40%,10447,5677,44499,0.23476932065889122,131,0,223,166,1.7956989247311828,wide,True,True,True
2008_005541,1,12939,0.2578722895408163,20-40%,12939,1618,48558,0.26646484616335103,56,0,152,223,2.3092783505154637,wide,True,True,True
2008_005600,1,6602,0.13157684948979592,10-20%,6602,3631,46545,0.14184122891825116,53,19,223,111,0.543859649122807,tall,True,True,True
2008_005678,1,20911,0.4167530293367347,>=40%,20911,1400,48776,0.42871494177464325,53,35,203,223,1.2516556291390728,square,True,True,True
2008_005680,3,4384,0.08737244897959184,5-10%,4384,2472,47704,0.09190005031024652,113,37,223,107,0.6396396396396397,tall,True,True,True
2008_005716,1,12762,0.2543447066326531,20-40%,12762,1631,48545,0.2628901019672469,4,2,127,223,1.7903225806451613,wide,True,True,True
2008_006008,1,2900,0.05779655612244898,5-10%,2900,4047,46129,0.06286717683019359,158,101,223,196,1.4545454545454546,square,True,True,True
2008_006008,4,3851,0.07674984056122448,5-10%,3851,4047,46129,0.08348327516312948,134,17,223,158,1.5777777777777777,wide,True,True,True
2008_006063,1,31200,0.6218112244897959,>=40%,31200,2554,47622,0.6551593801184327,0,0,223,223,1.0,square,True,True,True
2008_006215,1,23415,0.46665736607142855,>=40%,23415,2127,48049,0.4873150325709172,41,1,196,221,1.4166666666666667,square,True,True,True
2008_006221,1,834,0.016621492346938774,<2%,834,2885,47291,0.017635490896787974,65,24,98,60,1.088235294117647,square,True,True,True
2008_006254,7,13938,0.2777822066326531,20-40%,13938,9130,41046,0.33957023826925886,62,18,207,212,1.3356164383561644,square,True,True,True
2008_006275,2,9627,0.19186463647959184,10-20%,9627,4218,45958,0.20947386744418817,43,76,223,161,0.47513812154696133,tall,True,True,True
2008_006289,1,673,0.013412786989795918,<2%,673,2737,47439,0.014186639684647652,120,154,164,190,0.8222222222222222,square,True,True,True
2008_006289,3,19546,0.38954878826530615,20-40%,19546,2737,47439,0.4120238622230654,0,0,203,187,0.9215686274509803,square,True,True,True
2008_007090,1,976,0.0194515306122449,<2%,976,3601,46575,0.020955448201825013,118,0,158,45,1.1219512195121952,square,True,True,True
2008_007378,2,3986,0.07944036989795919,5-10%,3986,5550,44626,0.08932012728006095,0,139,118,223,0.7142857142857143,square,True,True,True
2008_007402,2,16358,0.3260124362244898,20-40%,16358,3924,46252,0.35367119259707686,0,52,223,160,0.48660714285714285,tall,True,True,True
2008_007402,5,950,0.018933354591836735,<2%,950,3924,46252,0.020539652339358297,61,0,143,43,0.5301204819277109,tall,True,True,True
2008_007428,2,625,0.012456154336734694,<2%,625,634,49542,0.01261555851600662,162,158,190,188,1.0689655172413792,square,True,True,True
2008_007737,1,1039,0.020707110969387755,2-5%,1039,3078,47098,0.022060384729712515,70,102,159,130,0.32222222222222224,tall,True,True,True
2008_007797,1,29813,0.5941685267857143,>=40%,29813,1537,48639,0.6129443450728839,27,35,202,223,1.0738636363636365,square,True,True,True
2008_007811,1,20608,0.4107142857142857,>=40%,20608,1198,48978,0.42076034137776147,0,63,223,193,0.5848214285714286,tall,True,True,True
2008_008051,1,40136,0.7999043367346939,>=40%,40136,1074,49102,0.8174005132173843,44,0,223,223,1.2444444444444445,square,True,True,True
2008_008051,2,7136,0.14221938775510204,10-20%,7136,1074,49102,0.14533012911897683,0,13,43,223,4.795454545454546,wide,True,True,True
2008_008193,1,14752,0.2940051020408163,20-40%,14752,3286,46890,0.3146086585625933,29,49,195,223,1.0479041916167664,square,True,True,True
2008_008268,3,933,0.018594547193877552,<2%,933,1875,48301,0.01931637026148527,152,179,201,223,0.9,square,True,True,True
2008_008362,4,2932,0.0584343112244898,5-10%,2932,4931,45245,0.06480274063432423,93,102,162,175,1.0571428571428572,square,True,True,True
2008_008682,2,1939,0.03864397321428571,2-5%,1939,1105,49071,0.039514173340669645,104,67,149,114,1.0434782608695652,square,True,True,True
2009_000121,3,2048,0.04081632653061224,2-5%,2048,1999,48177,0.04250991136849534,0,191,73,223,0.44594594594594594,tall,True,True,True
2009_000133,1,4639,0.0924545599489796,5-10%,4639,2438,47738,0.09717625371821191,117,0,187,215,3.0422535211267605,wide,True,True,True
2009_000335,3,1608,0.03204719387755102,2-5%,1608,1753,48423,0.03320736013877703,81,0,173,18,0.20430107526881722,tall,True,True,True
2009_000409,1,571,0.011379942602040817,<2%,571,1704,48472,0.011779996699125269,125,0,159,32,0.9428571428571428,square,True,True,True
2009_000426,1,10788,0.2150031887755102,20-40%,10788,1638,48538,0.222258848737072,49,0,166,103,0.8813559322033898,square,True,True,True
2009_000469,1,9120,0.18176020408163265,10-20%,9120,6668,43508,0.2096166222303944,25,0,190,176,1.0662650602409638,square,True,True,True
2009_000488,2,766,0.01526626275510204,<2%,766,1714,48462,0.015806198671123768,97,97,133,131,0.9459459459459459,square,True,True,True
2009_000503,1,2145,0.04274952168367347,2-5%,2145,724,49452,0.04337539432176656,68,42,155,98,0.6477272727272727,tall,True,True,True
2009_000505,3,3051,0.06080596301020408,5-10%,3051,12503,37673,0.08098638282058769,30,52,137,157,0.9814814814814815,square,True,True,True
2009_000573,1,6450,0.12854751275510204,10-20%,6450,6142,44034,0.14647772176045784,53,0,198,223,1.5342465753424657,wide,True,True,True
2009_000664,1,4387,0.08743223852040816,5-10%,4387,2627,47549,0.09226271845885298,12,101,171,173,0.45625,tall,True,True,True
2009_000675,1,3577,0.0712890625,5-10%,3577,1583,48593,0.07361142551396292,81,39,144,131,1.453125,square,True,True,True
2009_000705,1,2317,0.046177455357142856,2-5%,2317,1854,48322,0.047949174289143665,81,80,153,191,1.5342465753424657,wide,True,True,True
2009_000712,1,11611,0.23140545280612246,20-40%,11611,1068,49108,0.2364380548994054,94,0,185,160,1.75,wide,True,True,True
2009_000727,1,3733,0.07439811862244898,5-10%,3733,3555,46621,0.08007121254370349,65,74,199,216,1.0592592592592593,square,True,True,True
2009_000731,1,32454,0.6468032525510204,>=40%,32454,15755,34421,0.9428546526829552,0,0,223,223,1.0,square,True,True,True
2009_000931,1,1195,0.023816167091836735,2-5%,1195,1779,48397,0.024691613116515486,54,181,116,223,0.6825396825396826,square,True,True,True
2009_001019,4,5976,0.11910076530612244,10-20%,5976,2299,47877,0.12481985086784886,47,21,97,223,3.980392156862745,wide,True,True,True
2009_001082,2,21624,0.4309630102040816,>=40%,21624,1618,48558,0.44532311874459407,8,0,203,137,0.7040816326530612,square,True,True,True
2009_001104,4,608,0.01211734693877551,<2%,608,2726,47450,0.012813487881981033,61,0,106,19,0.43478260869565216,tall,True,True,True
2009_001117,1,8818,0.17574139030612246,10-20%,8818,3083,47093,0.18724651222049987,14,14,143,143,1.0,square,True,True,True
2009_001145,1,12718,0.2534677933673469,20-40%,12718,2258,47918,0.26541174506448517,46,2,178,163,1.218045112781955,square,True,True,True
2009_001197,1,22736,0.453125,>=40%,22736,1783,48393,0.4698200152914678,57,37,201,223,1.289655172413793,square,True,True,True
2009_001205,1,23923,0.47678172831632654,>=40%,23923,1681,48495,0.49330858851427983,19,24,197,197,0.9720670391061452,square,True,True,True
2009_001251,1,24421,0.48670679209183676,>=40%,24421,2579,47597,0.5130785553711369,12,1,223,193,0.910377358490566,square,True,True,True
2009_001253,1,11297,0.22514748086734693,20-40%,11297,2797,47379,0.23843897085206525,26,53,223,170,0.5959595959595959,tall,True,True,True
2009_001300,1,5361,0.10684390943877552,10-20%,5361,1005,49171,0.10902767891643449,87,73,164,193,1.5512820512820513,wide,True,True,True
2009_001339,1,3718,0.07409917091836735,5-10%,3718,4371,45805,0.08117017792817378,115,54,223,113,0.5504587155963303,tall,True,True,True
2009_001388,1,988,0.019690688775510203,<2%,988,344,49832,0.01982661743458019,98,113,127,157,1.5,wide,True,True,True
2009_001422,1,13631,0.271663743622449,20-40%,13631,1998,48178,0.2829299680352028,0,37,223,152,0.5178571428571429,tall,True,True,True
2009_001443,2,3354,0.06684470663265306,5-10%,3354,1243,48933,0.06854270124455888,138,116,194,207,1.6140350877192982,wide,True,True,True
2009_001444,1,31157,0.6209542410714286,>=40%,31157,2559,47617,0.6543251359808472,9,0,223,164,0.7674418604651163,square,True,True,True
2009_001481,1,5588,0.11136798469387756,10-20%,5588,8492,41684,0.1340562326072354,46,0,195,180,1.2066666666666668,square,True,True,True
2009_001505,2,4923,0.09811463647959184,5-10%,4923,4566,45610,0.10793685595264196,99,65,218,167,0.8583333333333333,square,True,True,True
2009_001514,2,967,0.01927216198979592,<2%,967,4871,45305,0.021344222491998674,164,52,215,94,0.8269230769230769,square,True,True,True
2009_001514,4,7120,0.14190051020408162,10-20%,7120,4871,45305,0.157157046683589,8,87,191,219,0.7228260869565217,square,True,True,True
2009_001607,1,4469,0.08906648596938775,5-10%,4469,1822,48354,0.09242255035777805,0,73,184,155,0.4486486486486487,tall,True,True,True
2009_001690,1,20329,0.4051538584183674,>=40%,20329,1941,48235,0.42145744791126777,2,90,223,223,0.6036036036036037,tall,True,True,True
2009_001718,1,11045,0.2201251594387755,20-40%,11045,2725,47451,0.2327664327411435,48,31,223,167,0.7784090909090909,square,True,True,True
2009_001768,1,1590,0.03168845663265306,2-5%,1590,4004,46172,0.034436454994368884,0,66,34,144,2.257142857142857,wide,True,True,True
2009_001775,4,2399,0.04781170280612245,2-5%,2399,3486,46690,0.05138145213107732,158,0,214,58,1.0350877192982457,square,True,True,True
2009_001802,1,3515,0.07005341198979592,5-10%,3515,586,49590,0.07088122605363985,83,84,159,140,0.7402597402597403,square,True,True,True
2009_001961,2,4198,0.0836654974489796,5-10%,4198,3186,46990,0.08933815705469249,54,189,194,223,0.24822695035460993,tall,True,True,True
2009_001972,1,5510,0.10981345663265306,10-20%,5510,1271,48905,0.112667416419589,91,22,222,143,0.9242424242424242,square,True,True,True
2009_002082,1,4164,0.08298788265306123,5-10%,4164,2552,47624,0.08743490676969595,75,0,155,121,1.5061728395061729,wide,True,True,True
2009_002122,1,7632,0.1521045918367347,10-20%,7632,2533,47643,0.16019142371387193,62,65,159,214,1.530612244897959,wide,True,True,True
2009_002150,1,18556,0.3698182397959184,20-40%,18556,3478,46698,0.397361771382072,18,16,222,198,0.8926829268292683,square,True,True,True
2009_002155,1,15577,0.31044722576530615,20-40%,15577,1399,48777,0.31935133362035384,33,0,212,165,0.9222222222222223,square,True,True,True
2009_002165,2,7420,0.14787946428571427,10-20%,7420,2020,48156,0.15408256499709277,82,29,173,163,1.4673913043478262,square,True,True,True
2009_002229,1,20905,0.41663345025510207,>=40%,20905,2989,47187,0.443024561849662,0,41,212,223,0.8591549295774648,square,True,True,True
2009_002268,1,11828,0.23573022959183673,20-40%,11828,1621,48555,0.24360004119040263,109,23,223,222,1.7391304347826086,wide,True,True,True
2009_002317,1,11955,0.23826132015306123,20-40%,11955,2619,47557,0.25138255146455835,50,0,176,174,1.3779527559055118,square,True,True,True
2009_002343,5,14537,0.2897201849489796,20-40%,14537,1685,48491,0.2997875894495886,68,0,186,178,1.504201680672269,wide,True,True,True
2009_002382,5,868,0.017299107142857144,<2%,868,4870,45306,0.019158610338586502,98,196,168,223,0.39436619718309857,tall,True,True,True
2009_002416,2,6672,0.1329719387755102,10-20%,6672,3571,46605,0.14316060508529127,5,32,179,121,0.5142857142857142,tall,True,True,True
2009_002487,1,4504,0.0897640306122449,5-10%,4504,6819,43357,0.10388172613418825,121,50,223,165,1.1262135922330097,square,True,True,True
2009_002584,2,801,0.015963807397959183,<2%,801,5639,44537,0.017985046141410513,0,71,19,140,3.5,wide,True,True,True
2009_002584,3,3831,0.07635124362244898,5-10%,3831,5639,44537,0.08601836675124054,44,27,128,174,1.7411764705882353,wide,True,True,True
2009_002618,1,6055,0.12067522321428571,10-20%,6055,671,49505,0.12231087768912231,106,0,223,71,0.6101694915254238,tall,True,True,True
2009_002628,1,9545,0.19023038903061223,10-20%,9545,3273,46903,0.2035051062831802,51,60,215,157,0.593939393939394,tall,True,True,True
2009_002713,1,27949,0.5570192920918368,>=40%,27949,1775,48401,0.5774467469680379,32,1,183,221,1.4539473684210527,square,True,True,True
2009_002727,2,1224,0.024394132653061226,2-5%,1224,695,49481,0.024736767648188194,125,133,161,221,2.4054054054054053,wide,True,True,True
2009_002749,1,14759,0.29414461096938777,20-40%,14759,1886,48290,0.30563263615655417,0,16,223,89,0.33035714285714285,tall,True,True,True
2009_002820,1,12303,0.2451969068877551,20-40%,12303,1921,48255,0.2549580354367423,32,50,194,180,0.803680981595092,square,True,True,True
2009_002820,2,12931,0.25771285076530615,20-40%,12931,1921,48255,0.267972230856906,0,0,92,223,2.4086021505376345,wide,True,True,True
2009_002912,1,901,0.017956792091836735,<2%,901,1841,48335,0.018640736526326678,90,13,121,66,1.6875,wide,True,True,True
2009_002932,3,823,0.016402264030612245,<2%,823,5245,44931,0.0183169749170951,119,0,155,22,0.6216216216216216,tall,True,True,True
2009_002936,1,6013,0.11983816964285714,10-20%,6013,1045,49131,0.12238708758217826,43,76,200,150,0.47468354430379744,tall,True,True,True
2009_002984,2,3994,0.07959980867346939,5-10%,3994,1985,48191,0.08287854578655765,60,154,128,223,1.0144927536231885,square,True,True,True
2009_003059,2,13640,0.27184311224489793,20-40%,13640,3931,46245,0.2949508054924857,57,0,223,130,0.7844311377245509,square,True,True,True
2009_003063,2,740,0.014748086734693877,<2%,740,1212,48964,0.01511314435095172,124,123,159,171,1.3611111111111112,square,True,True,True
2009_003105,1,14817,0.29530054209183676,20-40%,14817,1337,48839,0.3033845901840742,45,0,159,202,1.7652173913043478,wide,True,True,True
2009_003146,1,6456,0.1286670918367347,10-20%,6456,3239,46937,0.13754607239491232,66,13,147,183,2.0853658536585367,wide,True,True,True
2009_003224,1,5532,0.11025191326530612,10-20%,5532,7810,42366,0.13057640560827077,17,0,213,202,1.0304568527918783,square,True,True,True
2009_003273,1,26219,0.5225406568877551,>=40%,26219,2900,47276,0.554594297317878,31,0,222,183,0.9583333333333334,square,True,True,True
2009_003387,3,527,0.010503029336734694,<2%,527,1719,48457,0.01087562168520544,33,32,52,58,1.35,square,True,True,True
2009_003481,3,2519,0.05020328443877551,5-10%,2519,3378,46798,0.05382708662763366,75,48,121,184,2.9148936170212765,wide,True,True,True
2009_003522,2,954,0.019013073979591837,<2%,954,2347,47829,0.01994605783102302,60,78,89,118,1.3666666666666667,square,True,True,True
2009_003551,1,10838,0.21599968112244897,20-40%,10838,1371,48805,0.22206741112590922,68,80,193,213,1.0634920634920635,square,True,True,True
2009_003666,5,838,0.01670121173469388,<2%,838,3109,47067,0.017804406484373342,67,126,109,175,1.1627906976744187,square,True,True,True
2009_003736,1,6972,0.13895089285714285,10-20%,6972,1057,49119,0.14194100042753313,40,147,222,223,0.4207650273224044,tall,True,True,True
2009_003773,1,25279,0.5038066007653061,>=40%,25279,6015,44161,0.5724281605941894,2,53,223,223,0.7702702702702703,square,True,True,True
2009_003895,3,1186,0.023636798469387755,2-5%,1186,2867,47309,0.025069225728719693,0,54,17,119,3.6666666666666665,wide,True,True,True
2009_003928,1,7575,0.1509685905612245,10-20%,7575,1095,49081,0.1543367087060166,91,67,200,183,1.0636363636363637,square,True,True,True
2009_004043,2,5809,0.11577248086734694,10-20%,5809,3206,46970,0.12367468596976794,36,62,160,165,0.832,square,True,True,True
2009_004099,1,1590,0.03168845663265306,2-5%,1590,1168,49008,0.03244368266405485,60,68,126,118,0.7611940298507462,square,True,True,True
2009_004105,2,2423,0.04829001913265306,2-5%,2423,3728,46448,0.052165862900447814,0,0,135,69,0.5147058823529411,tall,True,True,True
2009_004171,1,684,0.01363201530612245,<2%,684,3527,46649,0.014662693734056464,127,194,177,223,0.5882352941176471,tall,True,True,True
2009_004171,3,2705,0.05391023596938776,5-10%,2705,3527,46649,0.057986237647109265,61,61,119,132,1.2203389830508475,square,True,True,True
2009_004180,1,6524,0.13002232142857142,10-20%,6524,2436,47740,0.13665689149560117,117,74,171,223,2.727272727272727,wide,True,True,True
2009_004186,1,17683,0.3524194834183674,20-40%,17683,2406,47770,0.37016956248691646,51,17,203,200,1.2026143790849673,square,True,True,True
2009_004213,1,12375,0.24663185586734693,20-40%,12375,1463,48713,0.2540389629051793,54,42,170,170,1.1025641025641026,square,True,True,True
2009_004221,1,6213,0.12382413903061225,10-20%,6213,1972,48204,0.12888971869554394,4,121,207,195,0.36764705882352944,tall,True,True,True
2009_004228,1,13797,0.2749720982142857,20-40%,13797,3168,47008,0.29350323349217156,142,0,222,212,2.6296296296296298,wide,True,True,True
2009_004228,3,6116,0.12189094387755102,10-20%,6116,3168,47008,0.13010551395507147,48,45,147,156,1.12,square,True,True,True
2009_004301,1,3504,0.06983418367346939,5-10%,3504,10004,40172,0.08722493278900727,45,97,178,158,0.4626865671641791,tall,True,True,True
2009_004327,1,22418,0.4467873086734694,>=40%,22418,1437,48739,0.4599601961468229,53,0,184,223,1.696969696969697,wide,True,True,True
2009_004464,1,22693,0.4522680165816326,>=40%,22693,1499,48677,0.4661955338250098,53,24,199,223,1.3605442176870748,square,True,True,True
2009_004509,1,1727,0.03441884566326531,2-5%,1727,1410,48766,0.03541401796333511,97,82,190,128,0.5,tall,True,True,True
2009_004539,1,10430,0.20786830357142858,20-40%,10430,3014,47162,0.221152622874348,16,43,214,194,0.7638190954773869,square,True,True,True
2009_004626,1,8640,0.17219387755102042,10-20%,8640,5416,44760,0.19302949061662197,17,3,174,211,1.3227848101265822,square,True,True,True
2009_004789,1,25881,0.5158043686224489,>=40%,25881,1977,48199,0.5369613477458038,41,0,204,223,1.3658536585365855,square,True,True,True
2009_004789,2,6125,0.1220703125,10-20%,6125,1977,48199,0.1270773252557107,45,0,184,101,0.7285714285714285,square,True,True,True
2009_004790,1,17232,0.3434311224489796,20-40%,17232,2096,48080,0.3584026622296173,5,60,223,196,0.6255707762557078,tall,True,True,True
2009_004829,1,27411,0.5462970344387755,>=40%,27411,1683,48493,0.5652568411935743,23,16,203,199,1.0165745856353592,square,True,True,True
2009_004848,2,4107,0.08185188137755102,5-10%,4107,4760,45416,0.09043068522106747,24,76,193,147,0.4235294117647059,tall,True,True,True
2009_004867,1,27127,0.5406369579081632,>=40%,27127,1305,48871,0.5550735610075505,37,0,189,223,1.4640522875816993,square,True,True,True
2009_004890,1,953,0.018993144132653062,<2%,953,4058,46118,0.020664382670540788,149,0,222,27,0.3783783783783784,tall,True,True,True
2009_004901,1,3004,0.059869260204081634,5-10%,3004,2007,48169,0.06236376092507629,90,8,125,166,4.416666666666667,wide,True,True,True
2009_004939,2,22232,0.44308035714285715,>=40%,22232,4991,45185,0.49202168861347795,30,1,223,223,1.1494845360824741,square,True,True,True
2009_004994,1,12737,0.2538464604591837,20-40%,12737,2483,47693,0.2670622523221437,63,92,222,198,0.66875,square,True,True,True
2009_005000,1,24721,0.4926857461734694,>=40%,24721,4826,45350,0.5451157662624035,0,29,223,179,0.6741071428571429,square,True,True,True
2009_005085,1,21223,0.4229711415816326,>=40%,21223,2196,47980,0.44233013755731554,77,23,221,223,1.3862068965517242,square,True,True,True
2009_005087,2,1659,0.03306361607142857,2-5%,1659,4231,45945,0.03610839046686255,26,41,150,117,0.616,tall,True,True,True
2009_005160,1,20642,0.4113919005102041,>=40%,20642,2293,47883,0.4310924545245703,7,0,223,138,0.6405529953917051,tall,True,True,True
2009_005287,1,15710,0.31309789540816324,20-40%,15710,1975,48201,0.3259268479907056,75,0,174,223,2.24,wide,True,True,True
2010_000148,3,3901,0.07774633290816327,5-10%,3901,2754,47422,0.08226139766353169,72,0,223,49,0.32894736842105265,tall,True,True,True
2010_000160,1,37878,0.7549027423469388,>=40%,37878,3546,46630,0.8123096718850525,16,0,219,223,1.0980392156862746,square,True,True,True
2010_000160,2,931,0.0185546875,<2%,931,3546,46630,0.019965687325755953,20,0,67,50,1.0625,square,True,True,True
2010_000174,1,6658,0.13269292091836735,10-20%,6658,3240,46936,0.14185273564002046,186,0,223,223,5.894736842105263,wide,True,True,True
2010_000256,1,14579,0.29055723852040816,20-40%,14579,2633,47543,0.30664871800265026,40,0,168,223,1.7364341085271318,wide,True,True,True
2010_000272,1,13790,0.2748325892857143,20-40%,13790,2547,47629,0.2895294883369376,37,0,124,223,2.5454545454545454,wide,True,True,True
2010_000437,1,10501,0.20928332270408162,20-40%,10501,3817,46359,0.22651480834357945,77,0,187,223,2.018018018018018,wide,True,True,True
2010_000503,2,3958,0.07888233418367346,5-10%,3958,2553,47623,0.08311110177855238,93,38,223,83,0.3511450381679389,tall,True,True,True
2010_000503,3,4212,0.08394451530612244,5-10%,4212,2553,47623,0.08844465909329526,85,111,223,153,0.30935251798561153,tall,True,True,True
2010_000622,1,5919,0.11796476403061225,10-20%,5919,1142,49034,0.12071215891014399,87,0,148,175,2.838709677419355,wide,True,True,True
2010_000632,1,825,0.016442123724489797,<2%,825,1086,49090,0.016805866775310655,54,49,120,88,0.5970149253731343,tall,True,True,True
2010_000666,1,9632,0.19196428571428573,10-20%,9632,4058,46118,0.20885554447287394,51,0,198,200,1.3581081081081081,square,True,True,True
2010_000666,2,1820,0.03627232142857143,2-5%,1820,4058,46118,0.03946398369400234,22,72,110,128,0.6404494382022472,tall,True,True,True
2010_000675,1,29586,0.5896444515306123,>=40%,29586,1748,48428,0.6109275625671099,0,0,223,184,0.8258928571428571,square,True,True,True
2010_000738,2,787,0.015684789540816327,<2%,787,2387,47789,0.01646822490531294,73,187,106,217,0.9117647058823529,square,True,True,True
2010_000874,2,22189,0.4422233737244898,>=40%,22189,4644,45532,0.4873275937801985,4,71,223,223,0.6954545454545454,square,True,True,True
2010_000952,1,22031,0.43907445790816324,>=40%,22031,1672,48504,0.4542099620649843,35,0,181,223,1.5238095238095237,wide,True,True,True
2010_000986,1,1577,0.03142936862244898,2-5%,1577,1276,48900,0.03224948875255624,59,133,94,223,2.5277777777777777,wide,True,True,True
2010_001024,3,991,0.01975047831632653,<2%,991,5084,45092,0.021977290871995032,13,94,87,124,0.41333333333333333,tall,True,True,True
2010_001120,2,6030,0.12017697704081633,10-20%,6030,5835,44341,0.1359915202634131,86,0,223,92,0.6739130434782609,square,True,True,True
2010_001131,2,21746,0.43339445153061223,>=40%,21746,3164,47012,0.4625627499361865,0,1,172,173,1.0,square,True,True,True
2010_001246,4,915,0.01823580994897959,<2%,915,1652,48524,0.01885664825653285,97,72,135,109,0.9743589743589743,square,True,True,True
2010_001247,1,864,0.01721938775510204,<2%,864,1674,48502,0.017813698404189518,22,57,69,99,0.8958333333333334,square,True,True,True
2010_001247,4,1373,0.027363679846938774,2-5%,1373,1674,48502,0.02830811100573172,108,56,165,105,0.8620689655172413,square,True,True,True
2010_001279,1,2753,0.05486686862244898,5-10%,2753,3005,47171,0.058362129274342284,108,132,190,223,1.108433734939759,square,True,True,True
2010_001282,1,5113,0.10190130739795919,10-20%,5113,1173,49003,0.10434055057853601,63,117,222,223,0.66875,square,True,True,True
2010_001367,1,3463,0.0690170599489796,5-10%,3463,4689,45487,0.07613164200760657,49,54,206,208,0.9810126582278481,square,True,True,True
2010_001367,3,14281,0.2846181441326531,20-40%,14281,4689,45487,0.313957834106448,0,121,221,223,0.46396396396396394,tall,True,True,True
