image,instance_id,area_px,area_fraction,area_bin,k,void_px,population_n,random_baseline,bbox_top,bbox_left,bbox_bottom,bbox_right,aspect_ratio,aspect_class,queryable_grid7,queryable_grid14,measurable_by_all,model,condition,query_row,query_col,precision_at_k,mass_fraction,status,error
2009_004327,1,22418,0.4467873086734694,>=40%,22418,1437,48739,0.4599601961468229,53,0,184,223,1.696969696969697,wide,True,True,True,deit_s,random_init,7,6,0.5063788027477919,0.8331288856635556,ok,
2009_004464,1,22693,0.4522680165816326,>=40%,22693,1499,48677,0.4661955338250098,53,24,199,223,1.3605442176870748,square,True,True,True,deit_s,random_init,7,8,0.43383422200678623,0.7421290881967477,ok,
2009_004509,1,1727,0.03441884566326531,2-5%,1727,1410,48766,0.03541401796333511,97,82,190,128,0.5,tall,True,True,True,deit_s,random_init,8,6,0.09322524609148813,0.3527210433931512,ok,
2009_004539,1,10430,0.20786830357142858,20-40%,10430,3014,47162,0.221152622874348,16,43,214,194,0.7638190954773869,square,True,True,True,deit_s,random_init,8,6,0.18983700862895495,0.6581662859630129,ok,
2009_004626,1,8640,0.17219387755102042,10-20%,8640,5416,44760,0.19302949061662197,17,3,174,211,1.3227848101265822,square,True,True,True,deit_s,random_init,6,7,0.2662037037037037,0.48564157553726334,ok,
2009_004789,1,25881,0.5158043686224489,>=40%,25881,1977,48199,0.5369613477458038,41,0,204,223,1.3658536585365855,square,True,True,True,deit_s,random_init,7,8,0.7104439550249217,0.8503108054058943,ok,
2009_004789,2,6125,0.1220703125,10-20%,6125,1977,48199,0.1270773252557107,45,0,184,101,0.7285714285714285,square,True,True,True,deit_s,random_init,5,2,0.07395918367346939,0.5395904478445641,ok,
2009_004790,1,17232,0.3434311224489796,20-40%,17232,2096,48080,0.3584026622296173,5,60,223,196,0.6255707762557078,tall,True,True,True,deit_s,random_init,7,7,0.1854108635097493,0.6306062325123338,ok,
2009_004829,1,27411,0.5462970344387755,>=40%,27411,1683,48493,0.5652568411935743,23,16,203,199,1.0165745856353592,square,True,True,True,deit_s,random_init,7,6,0.5478457553536902,0.8128704933746352,ok,
2009_004848,2,4107,0.08185188137755102,5-10%,4107,4760,45416,0.09043068522106747,24,76,193,147,0.4235294117647059,tall,True,True,True,deit_s,random_init,5,7,0.06306306306306306,0.5415339353090118,ok,
2009_004867,1,27127,0.5406369579081632,>=40%,27127,1305,48871,0.5550735610075505,37,0,189,223,1.4640522875816993,square,True,True,True,deit_s,random_init,6,7,0.626055221734803,0.795348710807215,ok,
2009_004890,1,953,0.018993144132653062,<2%,953,4058,46118,0.020664382670540788,149,0,222,27,0.3783783783783784,tall,True,True,True,deit_s,random_init,12,0,0.30220356768100737,0.6345566890228996,ok,
2009_004901,1,3004,0.059869260204081634,5-10%,3004,2007,48169,0.06236376092507629,90,8,125,166,4.416666666666667,wide,True,True,True,deit_s,random_init,6,4,0.08821571238348869,0.5677454235826429,ok,
2009_004939,2,22232,0.44308035714285715,>=40%,22232,4991,45185,0.49202168861347795,30,1,223,223,1.1494845360824741,square,True,True,True,deit_s,random_init,9,9,0.48942965095358043,0.624763532680081,ok,
2009_004994,1,12737,0.2538464604591837,20-40%,12737,2483,47693,0.2670622523221437,63,92,222,198,0.66875,square,True,True,True,deit_s,random_init,9,9,0.29590955484022924,0.6245650528236821,ok,
2009_005000,1,24721,0.4926857461734694,>=40%,24721,4826,45350,0.5451157662624035,0,29,223,179,0.6741071428571429,square,True,True,True,deit_s,random_init,8,6,0.6029691355527689,0.8519932177287419,ok,
2009_005085,1,21223,0.4229711415816326,>=40%,21223,2196,47980,0.44233013755731554,77,23,221,223,1.3862068965517242,square,True,True,True,deit_s,random_init,9,8,0.40079159402534986,0.7295508979360903,ok,
2009_005087,2,1659,0.03306361607142857,2-5%,1659,4231,45945,0.03610839046686255,26,41,150,117,0.616,tall,True,True,True,deit_s,random_init,6,4,0.11693791440626884,0.47908116793254246,ok,
2009_005160,1,20642,0.4113919005102041,>=40%,20642,2293,47883,0.4310924545245703,7,0,223,138,0.6405529953917051,tall,True,True,True,deit_s,random_init,7,3,0.6290572618932274,0.8446350759920936,ok,
2009_005287,1,15710,0.31309789540816324,20-40%,15710,1975,48201,0.3259268479907056,75,0,174,223,2.24,wide,True,True,True,deit_s,random_init,7,7,0.39159770846594527,0.7361477193517397,ok,
2010_000148,3,3901,0.07774633290816327,5-10%,3901,2754,47422,0.08226139766353169,72,0,223,49,0.32894736842105265,tall,True,True,True,deit_s,random_init,8,1,0.113560625480646,0.5686506028442897,ok,
2010_000160,1,37878,0.7549027423469388,>=40%,37878,3546,46630,0.8123096718850525,16,0,219,223,1.0980392156862746,square,True,True,True,deit_s,random_init,7,7,0.818918633507577,0.9537232478510419,ok,
2010_000160,2,931,0.0185546875,<2%,931,3546,46630,0.019965687325755953,20,0,67,50,1.0625,square,True,True,True,deit_s,random_init,3,1,0.18045112781954886,0.43787877361373756,ok,
2010_000174,1,6658,0.13269292091836735,10-20%,6658,3240,46936,0.14185273564002046,186,0,223,223,5.894736842105263,wide,True,True,True,deit_s,random_init,13,6,0.18338840492640432,0.616696581988308,ok,
2010_000256,1,14579,0.29055723852040816,20-40%,14579,2633,47543,0.30664871800265026,40,0,168,223,1.7364341085271318,wide,True,True,True,deit_s,random_init,5,4,0.4392619521229165,0.7672035802163806,ok,
2010_000272,1,13790,0.2748325892857143,20-40%,13790,2547,47629,0.2895294883369376,37,0,124,223,2.5454545454545454,wide,True,True,True,deit_s,random_init,5,7,0.018564176939811456,0.4124490782791446,ok,
2010_000437,1,10501,0.20928332270408162,20-40%,10501,3817,46359,0.22651480834357945,77,0,187,223,2.018018018018018,wide,True,True,True,deit_s,random_init,8,8,0.2904485287115513,0.734798747207899,ok,
2010_000503,2,3958,0.07888233418367346,5-10%,3958,2553,47623,0.08311110177855238,93,38,223,83,0.3511450381679389,tall,True,True,True,deit_s,random_init,10,3,0.14375947448206164,0.6074028527962114,ok,
2010_000503,3,4212,0.08394451530612244,5-10%,4212,2553,47623,0.08844465909329526,85,111,223,153,0.30935251798561153,tall,True,True,True,deit_s,random_init,9,8,0.16120607787274455,0.6057647546248677,ok,
2010_000622,1,5919,0.11796476403061225,10-20%,5919,1142,49034,0.12071215891014399,87,0,148,175,2.838709677419355,wide,True,True,True,deit_s,random_init,7,5,0.04325054907923636,0.32951663671127857,ok,
2010_000632,1,825,0.016442123724489797,<2%,825,1086,49090,0.016805866775310655,54,49,120,88,0.5970149253731343,tall,True,True,True,deit_s,random_init,5,4,0.2739393939393939,0.44207135404758724,ok,
2010_000666,1,9632,0.19196428571428573,10-20%,9632,4058,46118,0.20885554447287394,51,0,198,200,1.3581081081081081,square,True,True,True,deit_s,random_init,7,6,0.07070182724252491,0.43464506251731594,ok,
2010_000666,2,1820,0.03627232142857143,2-5%,1820,4058,46118,0.03946398369400234,22,72,110,128,0.6404494382022472,tall,True,True,True,deit_s,random_init,3,6,0.13846153846153847,0.3490711921794124,ok,
2010_000675,1,29586,0.5896444515306123,>=40%,29586,1748,48428,0.6109275625671099,0,0,223,184,0.8258928571428571,square,True,True,True,deit_s,random_init,7,6,0.8065639153653755,0.9386273530808296,ok,
2010_000738,2,787,0.015684789540816327,<2%,787,2387,47789,0.01646822490531294,73,187,106,217,0.9117647058823529,square,True,True,True,deit_s,random_init,5,12,0.3087674714104193,0.4320566307261793,ok,
2010_000874,2,22189,0.4422233737244898,>=40%,22189,4644,45532,0.4873275937801985,4,71,223,223,0.6954545454545454,square,True,True,True,deit_s,random_init,6,9,0.5106584343593673,0.7754191544729908,ok,
2010_000952,1,22031,0.43907445790816324,>=40%,22031,1672,48504,0.4542099620649843,35,0,181,223,1.5238095238095237,wide,True,True,True,deit_s,random_init,6,7,0.4166855794108302,0.7138436758496408,ok,
2010_000986,1,1577,0.03142936862244898,2-5%,1577,1276,48900,0.03224948875255624,59,133,94,223,2.5277777777777777,wide,True,True,True,deit_s,random_init,5,11,0.10526315789473684,0.3902129641098461,ok,
2010_001024,3,991,0.01975047831632653,<2%,991,5084,45092,0.021977290871995032,13,94,87,124,0.41333333333333333,tall,True,True,True,deit_s,random_init,2,6,0.25529767911200807,0.5408991535889037,ok,
2010_001120,2,6030,0.12017697704081633,10-20%,6030,5835,44341,0.1359915202634131,86,0,223,92,0.6739130434782609,square,True,True,True,deit_s,random_init,11,3,0.0747927031509121,0.5263340473409833,ok,
2010_001131,2,21746,0.43339445153061223,>=40%,21746,3164,47012,0.4625627499361865,0,1,172,173,1.0,square,True,True,True,deit_s,random_init,5,5,0.4143290720132438,0.7790681693734164,ok,
2010_001246,4,915,0.01823580994897959,<2%,915,1652,48524,0.01885664825653285,97,72,135,109,0.9743589743589743,square,True,True,True,deit_s,random_init,7,5,0.2797814207650273,0.5356274013431083,ok,
2010_001247,1,864,0.01721938775510204,<2%,864,1674,48502,0.017813698404189518,22,57,69,99,0.8958333333333334,square,True,True,True,deit_s,random_init,2,4,0.19328703703703703,0.3899027913990971,ok,
2010_001247,4,1373,0.027363679846938774,2-5%,1373,1674,48502,0.02830811100573172,108,56,165,105,0.8620689655172413,square,True,True,True,deit_s,random_init,8,4,0.1864530225782957,0.5268795918655331,ok,
2010_001279,1,2753,0.05486686862244898,5-10%,2753,3005,47171,0.058362129274342284,108,132,190,223,1.108433734939759,square,True,True,True,deit_s,random_init,9,11,0.09625862695241555,0.5027463314191013,ok,
2010_001282,1,5113,0.10190130739795919,10-20%,5113,1173,49003,0.10434055057853601,63,117,222,223,0.66875,square,True,True,True,deit_s,random_init,6,11,0.057500488949735966,0.4558280247932829,ok,
2010_001367,1,3463,0.0690170599489796,5-10%,3463,4689,45487,0.07613164200760657,49,54,206,208,0.9810126582278481,square,True,True,True,deit_s,random_init,6,6,0.10799884493213976,0.5792100389317607,ok,
2010_001367,3,14281,0.2846181441326531,20-40%,14281,4689,45487,0.313957834106448,0,121,221,223,0.46396396396396394,tall,True,True,True,deit_s,random_init,6,11,0.44590714935928855,0.600966616132368,ok,
2010_001403,2,845,0.016840720663265307,<2%,845,1493,48683,0.017357188340899287,135,0,194,19,0.3333333333333333,tall,True,True,True,deit_s,random_init,10,0,0.30650887573964497,0.577380346729824,ok,
2010_001514,3,4988,0.09941007653061225,5-10%,4988,7581,42595,0.11710294635520602,0,0,69,113,1.6285714285714286,wide,True,True,True,deit_s,random_init,1,3,0.05593424218123497,0.6187106311636191,ok,
2010_001522,1,10292,0.20511798469387754,20-40%,10292,3495,46681,0.22047513977849661,81,0,187,213,2.0,wide,True,True,True,deit_s,random_init,8,6,0.581033812670035,0.6197423443981492,ok,
2010_001576,1,39361,0.7844587053571429,>=40%,39361,702,49474,0.7955896026195578,30,0,223,223,1.1546391752577319,square,True,True,True,deit_s,random_init,8,6,0.8727674601763167,0.9517569359644226,ok,
2010_001579,1,16761,0.3340441645408163,20-40%,16761,3462,46714,0.3588003596352271,142,0,222,223,2.765432098765432,wide,True,True,True,deit_s,random_init,11,7,0.6506771672334586,0.7844729710190937,ok,
2010_001579,2,10936,0.21795280612244897,20-40%,10936,3462,46714,0.23410540737252217,2,0,150,129,0.87248322147651,square,True,True,True,deit_s,random_init,5,4,0.15746159473299196,0.6064226365031331,ok,
2010_001590,1,33632,0.670280612244898,>=40%,33632,2289,47887,0.7023200451061875,19,0,213,223,1.1487179487179486,square,True,True,True,deit_s,random_init,7,6,0.7717352521408183,0.8962689220047259,ok,
2010_001619,3,1989,0.03964046556122449,2-5%,1989,3633,46543,0.042734675461401285,123,12,219,52,0.422680412371134,tall,True,True,True,deit_s,random_init,10,1,0.14077425842131724,0.5871988201492803,ok,
2010_001807,1,686,0.013671875,<2%,686,2946,47230,0.014524666525513446,192,93,214,135,1.8695652173913044,wide,True,True,True,deit_s,random_init,12,7,0.37317784256559766,0.6265762598603708,ok,
2010_001850,2,1581,0.03150908801020408,2-5%,1581,4228,45948,0.034408461739357535,113,3,185,51,0.6712328767123288,square,True,True,True,deit_s,random_init,9,1,0.15370018975332067,0.5007899658864772,ok,
2010_001850,3,3287,0.0655094068877551,5-10%,3287,4228,45948,0.07153739009314877,7,203,223,223,0.0967741935483871,tall,True,True,True,deit_s,random_init,7,13,0.15363553392150897,0.6482033888601081,ok,
2010_001852,1,9352,0.18638392857142858,10-20%,9352,2347,47829,0.1955299086328378,21,144,214,223,0.41237113402061853,tall,True,True,True,deit_s,random_init,8,11,0.14766894781864842,0.5833728414014011,ok,
2010_002018,7,996,0.01985012755102041,<2%,996,4231,45945,0.02167809337251061,27,35,92,66,0.48484848484848486,tall,True,True,True,deit_s,random_init,3,3,0.21887550200803213,0.5309390506141913,ok,
2010_002020,1,27556,0.549186862244898,>=40%,27556,10473,39703,0.6940533460947536,0,8,223,204,0.8794642857142857,square,True,True,True,deit_s,random_init,7,6,0.7239802583829293,0.9087456787929011,ok,
2010_002032,6,3458,0.06891741071428571,5-10%,3458,3388,46788,0.0739078396169958,121,14,199,149,1.7215189873417722,wide,True,True,True,deit_s,random_init,8,4,0.07403123192596876,0.4043642894547924,ok,
2010_002039,2,1986,0.03958067602040816,2-5%,1986,4307,45869,0.04329721598465194,103,104,170,150,0.6911764705882353,square,True,True,True,deit_s,random_init,8,8,0.15256797583081572,0.5406689861147622,ok,
2010_002039,4,846,0.01686065051020408,<2%,846,4307,45869,0.018443829165667443,116,193,163,223,0.6458333333333334,tall,True,True,True,deit_s,random_init,8,12,0.2706855791962175,0.5654323208951056,ok,
2010_002039,11,992,0.019770408163265307,<2%,992,4307,45869,0.021626806775818092,56,177,117,219,0.6935483870967742,square,True,True,True,deit_s,random_init,5,12,0.25100806451612906,0.4900706095624824,ok,
2010_002147,1,14582,0.29061702806122447,20-40%,14582,2576,47600,0.30634453781512605,21,0,191,223,1.3099415204678362,square,True,True,True,deit_s,random_init,7,6,0.6441503223151831,0.8122403443814249,ok,
2010_002251,1,9173,0.18281648596938777,10-20%,9173,3830,46346,0.19792430846243472,100,0,223,173,1.403225806451613,square,True,True,True,deit_s,random_init,10,5,0.1433554998364766,0.49827690659955026,ok,
2010_002305,1,12461,0.24834582270408162,20-40%,12461,37715,12461,1.0,100,0,185,215,2.511627906976744,wide,True,True,True,deit_s,random_init,8,6,1.0,1.0,ok,
2010_002310,1,5270,0.10503029336734694,10-20%,5270,1658,48518,0.10861948142957253,84,2,158,223,2.96,wide,True,True,True,deit_s,random_init,7,6,0.25161290322580643,0.5572825541981209,ok,
2010_002336,3,3018,0.06014827806122449,5-10%,3018,5008,45168,0.06681721572794899,57,0,209,91,0.6013071895424836,tall,True,True,True,deit_s,random_init,7,3,0.1487740225314778,0.6226354189676534,ok,
2010_002338,1,12063,0.24041374362244897,20-40%,12063,1794,48382,0.24932826257699145,76,0,181,203,1.9245283018867925,wide,True,True,True,deit_s,random_init,7,4,0.10121860233772693,0.6236525811788163,ok,
2010_002348,1,31292,0.6236447704081632,>=40%,31292,2640,47536,0.658280040390441,2,3,223,223,0.9954954954954955,square,True,True,True,deit_s,random_init,6,7,0.7583727470279944,0.8746162439988963,ok,
2010_002396,2,7112,0.14174107142857142,10-20%,7112,3380,46796,0.15197880160697497,81,34,223,155,0.8531468531468531,square,True,True,True,deit_s,random_init,9,6,0.0359955005624297,0.3436009241290205,ok,
2010_002455,1,13690,0.27283960459183676,20-40%,13690,17160,33016,0.41464744366367823,2,127,221,203,0.35,tall,True,True,True,deit_s,random_init,7,10,0.21446311176040905,0.7519302850998293,ok,
2010_002527,2,17816,0.35507015306122447,20-40%,17816,1854,48322,0.3686933487852324,0,27,156,223,1.2547770700636942,square,True,True,True,deit_s,random_init,4,9,0.604344409519533,0.768456862586953,ok,
2010_002570,2,21218,0.42287149234693877,>=40%,21218,2721,47455,0.4471183226214308,0,0,186,223,1.1978609625668448,square,True,True,True,deit_s,random_init,6,8,0.4735130549533415,0.6903206606290518,ok,
2010_002659,2,9661,0.1925422512755102,10-20%,9661,3911,46265,0.20881876148276235,1,0,93,128,1.3870967741935485,square,True,True,True,deit_s,random_init,2,3,0.03643515164061691,0.5320765988031646,ok,
2010_002720,4,902,0.01797672193877551,<2%,902,5285,44891,0.020093114432737074,53,0,122,29,0.42857142857142855,tall,True,True,True,deit_s,random_init,5,0,0.25942350332594233,0.6125132640288484,ok,
2010_002763,5,6652,0.1325733418367347,10-20%,6652,5487,44689,0.1488509476604981,42,35,153,142,0.9642857142857143,square,True,True,True,deit_s,random_init,6,4,0.17333132892363198,0.694410963263642,ok,
2010_002921,2,670,0.013352997448979591,<2%,670,3067,47109,0.014222335434842599,177,0,221,30,0.6888888888888889,square,True,True,True,deit_s,random_init,12,0,0.1925373134328358,0.3174415381334948,ok,
2010_002921,3,2759,0.054986447704081634,5-10%,2759,3067,47109,0.05856630367870258,105,118,161,172,0.9649122807017544,square,True,True,True,deit_s,random_init,8,9,0.15041681768756796,0.5952703853205689,ok,
2010_002929,7,871,0.01735889668367347,<2%,871,4244,45932,0.018962814595488982,46,121,90,156,0.8,square,True,True,True,deit_s,random_init,4,8,0.2939150401836969,0.5992104304527042,ok,
2010_002988,3,1727,0.03441884566326531,2-5%,1727,1545,48631,0.035512327527708665,106,13,151,90,1.6956521739130435,wide,True,True,True,deit_s,random_init,7,2,0.14186450492182975,0.5634861958233679,ok,
2010_003010,1,3324,0.06624681122448979,5-10%,3324,3547,46629,0.07128610950267002,110,160,198,223,0.7191011235955056,square,True,True,True,deit_s,random_init,9,12,0.09807460890493382,0.5145144089340404,ok,
2010_003060,1,20781,0.41416214923469385,>=40%,20781,1978,48198,0.43115896925183617,0,0,223,155,0.6964285714285714,square,True,True,True,deit_s,random_init,6,5,0.28978393725037294,0.7373809072228162,ok,
2010_003123,3,29922,0.5963408801020408,>=40%,29922,1003,49173,0.6085046671954121,73,0,223,223,1.4834437086092715,square,True,True,True,deit_s,random_init,9,6,0.4609985963505113,0.6838705900176137,ok,
2010_003157,2,2304,0.04591836734693878,2-5%,2304,3415,46761,0.04927182908834285,62,35,191,118,0.6461538461538462,tall,True,True,True,deit_s,random_init,7,3,0.09765625,0.3094922621822031,ok,
2010_003168,1,4650,0.09267378826530612,5-10%,4650,1778,48398,0.09607835034505557,37,0,114,131,1.6923076923076923,wide,True,True,True,deit_s,random_init,4,4,0.16774193548387098,0.6016598394527658,ok,
2010_003187,1,24164,0.48158482142857145,>=40%,24164,1011,49165,0.49148784704566256,0,0,130,223,1.7099236641221374,wide,True,True,True,deit_s,random_init,3,7,0.4983032610494951,0.748007394061347,ok,
2010_003203,2,622,0.012396364795918368,<2%,622,3108,47068,0.01321492308999745,169,0,189,31,1.5238095238095237,wide,True,True,True,deit_s,random_init,11,0,0.3536977491961415,0.5970166302882006,ok,
2010_003203,5,2788,0.055564413265306124,5-10%,2788,3108,47068,0.059233449477351915,42,156,133,223,0.7391304347826086,square,True,True,True,deit_s,random_init,6,12,0.19225251076040173,0.6604541658640879,ok,
2010_003380,1,31256,0.6229272959183674,>=40%,31256,3634,46542,0.6715654677495595,0,0,223,209,0.9375,square,True,True,True,deit_s,random_init,7,6,0.8495648835423598,0.9267124077286413,ok,
2010_003381,1,30326,0.6043925382653061,>=40%,30326,2561,47615,0.6369001365116035,62,0,222,223,1.391304347826087,square,True,True,True,deit_s,random_init,9,6,0.5743586361537955,0.8402238675314514,ok,
2010_003409,2,1768,0.035235969387755105,2-5%,1768,2166,48010,0.036825661320558215,102,102,200,138,0.37373737373737376,tall,True,True,True,deit_s,random_init,9,7,0.17138009049773756,0.566986347700904,ok,
2010_003418,1,4310,0.08589764030612244,5-10%,4310,1113,49063,0.08784623850967124,20,61,156,151,0.6642335766423357,tall,True,True,True,deit_s,random_init,6,6,0.23851508120649653,0.6140414384752453,ok,
2010_003453,1,33276,0.6631855867346939,>=40%,33276,1941,48235,0.6898724992225562,31,0,215,223,1.2108108108108109,square,True,True,True,deit_s,random_init,7,7,0.6961173217934848,0.8691868499446841,ok,
2010_003495,1,9836,0.19602997448979592,10-20%,9836,2771,47405,0.2074886615335935,6,0,193,223,1.1914893617021276,square,True,True,True,deit_s,random_init,6,7,0.032126880845872306,0.4882558107046716,ok,
2010_003531,5,734,0.014628507653061224,<2%,734,5572,44604,0.016455923235584254,132,2,221,30,0.32222222222222224,tall,True,True,True,deit_s,random_init,9,0,0.2438692098092643,0.30456406899211025,ok,
2010_003531,8,800,0.01594387755102041,<2%,800,5572,44604,0.01793561115595014,136,192,164,223,1.103448275862069,square,True,True,True,deit_s,random_init,9,13,0.32125,0.4355632286358562,ok,
2010_003532,1,19587,0.3903659119897959,20-40%,19587,3941,46235,0.42364009949172704,14,6,215,218,1.0544554455445545,square,True,True,True,deit_s,random_init,5,7,0.6181651095114107,0.8136284564998385,ok,
2010_003597,4,937,0.018674266581632654,<2%,937,4517,45659,0.02052169342298342,108,183,221,223,0.35964912280701755,tall,True,True,True,deit_s,random_init,7,13,0.27321237993596587,0.5379778342555629,ok,
2010_003597,9,1168,0.023278061224489797,2-5%,1168,4517,45659,0.025580936945618606,83,81,137,113,0.6,tall,True,True,True,deit_s,random_init,6,6,0.20976027397260275,0.5511551174175566,ok,
2010_003680,1,8650,0.17239317602040816,10-20%,8650,1917,48259,0.1792411778113927,25,47,187,187,0.8650306748466258,square,True,True,True,deit_s,random_init,6,8,0.15872832369942197,0.4826983594170812,ok,
2010_003746,2,2022,0.04029815051020408,2-5%,2022,4460,45716,0.04422959139032286,14,0,67,81,1.5185185185185186,wide,True,True,True,deit_s,random_init,2,1,0.12759643916913946,0.5082324582545757,ok,
2010_003746,3,4040,0.08051658163265306,5-10%,4040,4460,45716,0.08837168606177269,0,90,171,223,0.7790697674418605,square,True,True,True,deit_s,random_init,1,12,0.09900990099009901,0.5235898947956319,ok,
2010_003764,1,16056,0.3199936224489796,20-40%,16056,2181,47995,0.3345348473799354,23,46,170,223,1.2027027027027026,square,True,True,True,deit_s,random_init,5,8,0.28244892874937716,0.7417103872204069,ok,
2010_003884,2,4341,0.08651546556122448,5-10%,4341,3805,46371,0.09361454357249142,2,176,165,223,0.2926829268292683,tall,True,True,True,deit_s,random_init,5,13,0.2093987560469938,0.6180136909053625,ok,
2010_004056,1,4379,0.08727279974489796,5-10%,4379,1287,48889,0.08957025097670232,93,5,205,119,1.0176991150442478,square,True,True,True,deit_s,random_init,9,3,0.0621146380452158,0.6119173868315484,ok,
2010_004060,1,7125,0.1420001594387755,10-20%,7125,1348,48828,0.1459203735561563,65,94,215,181,0.5827814569536424,tall,True,True,True,deit_s,random_init,8,8,0.17178947368421052,0.6160616258222605,ok,
2010_004171,1,29720,0.5923150510204082,>=40%,29720,3039,47137,0.6305025775929737,0,26,223,223,0.8839285714285714,square,True,True,True,deit_s,random_init,7,8,0.5781292059219381,0.7892205401888464,ok,
2010_004226,2,2818,0.056162308673469385,5-10%,2818,2866,47310,0.05956457408581695,92,161,193,223,0.6176470588235294,tall,True,True,True,deit_s,random_init,8,12,0.1327182398864443,0.41951207198381246,ok,
2010_004320,1,24486,0.48800223214285715,>=40%,24486,2103,48073,0.50935036298962,0,0,181,205,1.1318681318681318,square,True,True,True,deit_s,random_init,5,5,0.5384301233357837,0.7843598567181617,ok,
2010_004520,1,20370,0.40597098214285715,>=40%,20370,1466,48710,0.4181892835146787,0,57,223,163,0.47767857142857145,tall,True,True,True,deit_s,random_init,7,6,0.7775650466372116,0.8590107400214145,ok,
2010_004551,1,19379,0.3862205038265306,20-40%,19379,30797,19379,1.0,0,60,223,169,0.49107142857142855,tall,True,True,True,deit_s,random_init,7,7,1.0,1.0,ok,
2010_004560,1,5684,0.11328125,10-20%,5684,6406,43770,0.12986063513822252,35,0,181,109,0.7482993197278912,square,True,True,True,deit_s,random_init,5,2,0.33585503166783953,0.7794528796594338,ok,
2010_004625,1,34411,0.6858059630102041,>=40%,34411,1709,48467,0.7099882394206367,19,0,198,223,1.2444444444444445,square,True,True,True,deit_s,random_init,7,7,0.6642352736043707,0.8003589846708641,ok,
2010_004628,2,793,0.01580436862244898,<2%,793,1208,48968,0.01619424930566901,120,139,169,164,0.52,tall,True,True,True,deit_s,random_init,9,9,0.29508196721311475,0.5235799511825572,ok,
2010_004683,2,2856,0.056919642857142856,5-10%,2856,7614,42562,0.0671021098632583,108,0,180,69,0.958904109589041,square,True,True,True,deit_s,random_init,9,1,0.09278711484593838,0.5842611363449683,ok,
2010_004763,3,13489,0.26883370535714285,20-40%,13489,19211,30965,0.4356208622638463,0,0,223,153,0.6875,square,True,True,True,deit_s,random_init,3,6,0.3270813255245014,0.7750851062498475,ok,
2010_004783,2,722,0.014389349489795918,<2%,722,2908,47268,0.015274604383515274,137,0,193,29,0.5263157894736842,tall,True,True,True,deit_s,random_init,10,0,0.3545706371191136,0.5089692954991707,ok,
2010_004941,1,18749,0.37366470025510207,20-40%,18749,5223,44953,0.41708006139745957,24,18,223,209,0.96,square,True,True,True,deit_s,random_init,7,7,0.2828950877380127,0.6488834764591919,ok,
2010_004946,1,20080,0.40019132653061223,>=40%,20080,1583,48593,0.4132282427510135,61,24,214,194,1.1103896103896105,square,True,True,True,deit_s,random_init,8,6,0.4551792828685259,0.7869372147119321,ok,
2010_004994,3,2795,0.05570392219387755,5-10%,2795,2736,47440,0.05891652613827993,69,188,194,223,0.2857142857142857,tall,True,True,True,deit_s,random_init,7,13,0.10304114490161002,0.5111194036620637,ok,
2010_005063,1,618,0.012316645408163265,<2%,618,1816,48360,0.012779156327543425,92,204,125,223,0.5882352941176471,tall,True,True,True,deit_s,random_init,6,13,0.41423948220064727,0.5648285646288637,ok,
2010_005106,1,3827,0.07627152423469388,5-10%,3827,2891,47285,0.08093475732261816,75,12,161,223,2.4367816091954024,wide,True,True,True,deit_s,random_init,7,7,0.13065064018813694,0.618968017322721,ok,
2010_005108,1,28480,0.5676020408163265,>=40%,28480,2657,47519,0.5993392116837476,31,0,223,220,1.145077720207254,square,True,True,True,deit_s,random_init,8,5,0.5829705056179775,0.8385645805539323,ok,
2010_005128,1,10110,0.20149075255102042,20-40%,10110,1602,48574,0.20813603985671347,74,9,166,197,2.032258064516129,wide,True,True,True,deit_s,random_init,6,5,0.0827893175074184,0.6333261289895626,ok,
2010_005129,1,1566,0.031210140306122448,2-5%,1566,566,49610,0.031566216488611167,66,100,142,134,0.45454545454545453,tall,True,True,True,deit_s,random_init,6,7,0.16347381864623245,0.36205963039780836,ok,
2010_005166,6,2223,0.04430404974489796,2-5%,2223,7508,42668,0.05209993437705072,36,164,121,220,0.6627906976744186,tall,True,True,True,deit_s,random_init,5,11,0.28565002249212773,0.4542344280168688,ok,
2010_005180,2,791,0.015764508928571428,<2%,791,631,49545,0.015965284085175092,102,58,126,90,1.32,square,True,True,True,deit_s,random_init,7,4,0.3034134007585335,0.5127032067526004,ok,
2010_005217,1,19868,0.39596619897959184,20-40%,19868,1677,48499,0.4096579310913627,63,0,188,223,1.7777777777777777,wide,True,True,True,deit_s,random_init,7,7,0.22397825649285283,0.6449524041917165,ok,
2010_005223,2,2644,0.05269451530612245,5-10%,2644,3652,46524,0.05683088298512596,99,72,177,139,0.8607594936708861,square,True,True,True,deit_s,random_init,8,6,0.07677760968229955,0.48037869072386713,ok,
2010_005223,3,2810,0.05600286989795918,5-10%,2810,3652,46524,0.06039893388358696,97,0,177,73,0.9135802469135802,square,True,True,True,deit_s,random_init,7,1,0.07758007117437722,0.48724860906176076,ok,
2010_005252,2,1624,0.03236607142857143,2-5%,1624,2651,47525,0.03417148869016307,101,131,158,188,1.0,square,True,True,True,deit_s,random_init,8,9,0.15763546798029557,0.567212320804525,ok,
2010_005318,4,909,0.018116230867346938,<2%,909,7678,42498,0.021389241846675136,41,4,97,28,0.43859649122807015,tall,True,True,True,deit_s,random_init,4,0,0.21122112211221122,0.461459175149211,ok,
